Site No.,State,District,Location,Pin code,Lat,Long,Address
174,Andhra Pradesh,KRISHNA,Krishna,521256,13.127992,80.230744,"Pamidimukkala (M),KrishnaKrishna521256Andhra Pradesh"
175,Andhra Pradesh,GUNTUR,Guntur,522020,23.002475,71.545207,GunturGunturGuntur522020Andhra Pradesh
176,Andhra Pradesh,NELLORE,Nellore,517422,19.162741,72.941088,"Jaladanki Mandal,Brahmanakaka,NelloreNellore517422Andhra Pradesh"
177,Andhra Pradesh,EAST GODAVARI,Rangampetta,533291,23.958132,71.34162,"ADB Road, A05East GodavariRangampetta533291Andhra Pradesh"
178,Andhra Pradesh,PRAKASAM,Markappur,509409,15.481507,79.909194,MarkapurKuntaPrakashamMarkappur509409Andhra Pradesh
179,Andhra Pradesh,PRAKASAM,Prakasam,523316,29.386325,77.150159,"Markapur Taluka,PrakasamPrakasam523316Andhra Pradesh"
180,Andhra Pradesh,VISHAKAPATNAM,Malkapuram,530011,22.270624,73.144099,MalkapuramMalkapuramVisakhapatnamMalkapuram530011Andhra Pradesh
181,Andhra Pradesh,KURNOOL,Kurnool,518221,28.521268,78.146919,"Taluk: Voravakkal,KurnoolKurnool518221Andhra Pradesh"
182,Andhra Pradesh,WEST GODAVARI,Vijairai,534301,27.712181,77.465776,Sruvey No.3/1West GodavariVijairai534301Andhra Pradesh
183,Andhra Pradesh,WEST GODAVARI,Kamavarapukota,534449,21.371197,81.666129,S.No.705/1West GodavariKamavarapukota534449Andhra Pradesh
184,Andhra Pradesh,EAST GODAVARI,Someswaram,533216,10.705325,78.124236,Rajararam MandalSomeswaramEast GodavariSomeswaram533216Andhra Pradesh
185,Andhra Pradesh,KURNOOL,Kurnool,518583,27.461322,77.800278,KurnoolKurnool518583Andhra Pradesh
186,Andhra Pradesh,EAST GODAVARI,Rajanagar,533294,12.523736,78.344857,"East GodavariNh-5, RajanagarmEast GodavariRajanagar533294Andhra Pradesh"
187,Andhra Pradesh,WEST GODAVARI,Nidadvole,534301,24.764591,81.25896,Taluk NidadvoleWest GodavariNidadvole534301Andhra Pradesh
188,Andhra Pradesh,GUNTUR,Guntur,532222,25.877267,75.281288,Village: DavuluruGunturGuntur532222Andhra Pradesh
189,Andhra Pradesh,KRISHNA,Chekkapalle,521213,24.329494,71.771464,"Survey No. 51Musunuru,ChekkapalleKrishnaChekkapalle521213Andhra Pradesh"
190,Andhra Pradesh,YSR (KADAPA),DUVVUR,516175,21.349042,71.293526,Taluk Duvvur District CuddapahCUDDAPAHDUVVUR516175Andhra Pradesh
191,Andhra Pradesh,EAST GODAVARI,Kakinada,0,27.023767,95.009154,-
192,Andhra Pradesh,WEST GODAVARI,Chagallu,534342,21.872455,73.219469,ChagalluWest GodavariChagallu534342Andhra Pradesh
193,Andhra Pradesh,EAST GODAVARI,East Godavari,533005,28.203864,79.945734,East GodavariEast Godavari533005Andhra Pradesh
194,Andhra Pradesh,WEST GODAVARI,LANKALAKODERU,534250,20.829652,73.212443,LANKALAKODERUWEST GODHAVARILANKALAKODERU534250Andhra Pradesh
195,Andhra Pradesh,GUNTUR,Guntur,522256,25.654641,84.982528,GunturGuntur522256Andhra Pradesh
196,Andhra Pradesh,WEST GODAVARI,Koyyalgudem,534312,30.117567,77.082169,"464,419-1B,468/2West GodavariKoyyalgudem534312Andhra Pradesh"
197,Andhra Pradesh,WEST GODAVARI,Badampudi,534101,29.266134,75.909862,West GodavariBadampudi534101Andhra Pradesh
198,Andhra Pradesh,VISHAKAPATNAM,Visakhapatnam,530044,23.35356,72.822461,YellamanchiliRegupalem (v) Yellamanchili (m)VisakhapatnamVisakhapatnam530044Andhra Pradesh
199,Andhra Pradesh,KURNOOL,Banaganapalli,518124,28.037628,75.316601,BanaganapalliKurnoolBanaganapalli518124Andhra Pradesh
200,Andhra Pradesh,EAST GODAVARI,Biccavolu,533343,26.353323,84.340537,East GodavariBiccavolu533343Andhra Pradesh
201,Andhra Pradesh,PRAKASAM,Giddalur,523357,25.715967,70.790264,KomaroleCuddaph RoadPrakasamGiddalur523357Andhra Pradesh
202,Andhra Pradesh,PRAKASAM,Prakasham,523370,27.886266,78.041168,"Cumbum, A04ChintalapalemPrakashamPrakasham523370Andhra Pradesh"
203,Andhra Pradesh,EAST GODAVARI,P.Gannavaram,533240,20.74997,79.853995,Survey No.169/1P. GannavaramEast GodavariP.Gannavaram533240Andhra Pradesh
204,Andhra Pradesh,EAST GODAVARI,Attilli,534134,25.794831,84.1371864576,Taluk AttilliWest GodavariAttilli534134Andhra Pradesh
205,Andhra Pradesh,KRISHNA,Krishna,521403,24.2638469,86.3378913,"Taluk: Thiruvuru, Mandal: Gampalgudem,KrishnaKrishna521403Andhra Pradesh"
206,Andhra Pradesh,EAST GODAVARI,Jaggampeta,533435,21.260859,78.778034,Survey No.308/5East GodavariJaggampeta533435Andhra Pradesh
207,Andhra Pradesh,EAST GODAVARI,Ubalanka,533238,25.737494,83.796866,"113/5,113/1 Ravulapalem, A05East: GodavariUbalanka533238Andhra Pradesh"
208,Andhra Pradesh,KRISHNA,Gannavaram,521101,24.541981,87.8484499454498,GannavaramKrishnaGannavaram521101Andhra Pradesh
209,Andhra Pradesh,WEST GODAVARI,West Godavari,534451,31.478533,74.94545,"Jangareddygudem, A05DevulapalleWest GodavariWest Godavari534451Andhra Pradesh"
210,Andhra Pradesh,CHITTOOR,Madapalli,517325,13.143531,80.220043,MadanapalliVivekananda NagarChittoorMadapalli517325Andhra Pradesh
211,Andhra Pradesh,WEST GODAVARI,Jangareddigudem,534447,28.606753,77.87352949,Buttaigudem RoadNr.agrl Market CommitteeWest GodavariJangareddigudem534447Andhra Pradesh
212,Andhra Pradesh,CHITTOOR,Chitoor,517422,23.042543,73.175651,"Yadamari Mandal,ChitoorChitoor517422Andhra Pradesh"
213,Andhra Pradesh,KRISHNA,Krishna,521001,22.191138,70.383532,"Machilipatnam (M),KrishnaKrishna521001Andhra Pradesh"
214,Andhra Pradesh,YSR (KADAPA),Kadapa,516101,17.462929,78.537695,"Settigunta Village, Koduru Mandal,KadapaKadapa516101Andhra Pradesh"
215,Andhra Pradesh,KURNOOL,Kurnool,518599,23.272653,73.845054,"Bethamcherla Village,KurnoolKurnoolKurnool518599Andhra Pradesh"
216,Andhra Pradesh,YSR (KADAPA),Kadapa,516444,22.007653,69.599749,"Kondapuram Taluka,KadapaKadapa516444Andhra Pradesh"
217,Andhra Pradesh,CHITTOOR,Chittoor,517586,28.392616,76.863419,ChittoorChittoor517586Andhra Pradesh
218,Andhra Pradesh,CHITTOOR,Chittoor,517583,24.538704,71.531048,"Cherlopalli Village, K.N. Road,ChittoorChittoor517583Andhra Pradesh"
219,Andhra Pradesh,NELLORE,SPSR Nellore,524407,24.003188,73.357867,"Sydapuram Village & Mandal,SPSR NelloreSPSR Nellore524407Andhra Pradesh"
220,Andhra Pradesh,WEST GODAVARI,West Godavari,534329,23.905607,73.32729,"Peravali (M),West GodavariWest Godavari534329Andhra Pradesh"
221,Andhra Pradesh,SRIKAKULAM,Srikakulam,532461,29.615598,76.983238,"(Village), Vangara Mandal,SrikakulamSrikakulam532461Andhra Pradesh"
222,Andhra Pradesh,NELLORE,Nellore,524223,12.9544,77.5437,"Kavali Mandal,NelloreNellore524223Andhra Pradesh"
223,Andhra Pradesh,WEST GODAVARI,West Godavari,534198,22.581933,72.724103,"Ganapavaram (M),West GodavariWest Godavari534198Andhra Pradesh"
224,Andhra Pradesh,CHITTOOR,Chittoor,517129,28.474653,78.782376,"Irala Mandal,ChittoorChittoor517129Andhra Pradesh"
225,Andhra Pradesh,VISHAKAPATNAM,Chodavaram,531075,24.299847,74.054284,"Gavaravaram,ChodavaramChodavaram531075Andhra Pradesh"
226,Andhra Pradesh,PRAKASAM,Prakasam,523230,28.982718,78.626764,"Kanigiri Mandal,PrakasamPrakasam523230Andhra Pradesh"
227,Andhra Pradesh,PRAKASAM,Prakasham,523302,29.931362,77.572916,"Vellalacheruvu (V), Santhamaguluru (M),PrakashamPrakasham523302Andhra Pradesh"
228,Andhra Pradesh,ANANTAPUR,Anantapur,515731,30.36924,75.58238,AnantapurAnantapur515731Andhra Pradesh
229,Andhra Pradesh,ANANTAPUR,Anantapur,515133,24.049628,74.7864042505683,"Kothacheruvu (Post & Mandal),AnantapurAnantapur515133Andhra Pradesh"
230,Andhra Pradesh,NELLORE,Nellore,524345,22.178967,71.084254,"Marripalli Gopa Samudram Panchayat,NelloreNellore524345Andhra Pradesh"
231,Andhra Pradesh,SRIKAKULAM,Srikakulam,532201,27.168283,77.909592,"Tekkali Mandal,SrikakulamSrikakulam532201Andhra Pradesh"
232,Andhra Pradesh,PRAKASAM,Prakasam,523240,27.692139,73.9498959999999,"Darsi Road, Podili (V), Podili (M),PrakasamPrakasam523240Andhra Pradesh"
233,Andhra Pradesh,SRIKAKULAM,Srikakulam,535128,22.77802,72.229328,"Dalemraju Valasa, Srikakulam,SrikakulamSrikakulam535128Andhra Pradesh"
234,Andhra Pradesh,YSR (KADAPA),Kadapa,516289,23.308057,75.988982,KamlapuramKadapaKadapa516289Andhra Pradesh
235,Andhra Pradesh,ANANTAPUR,Anantapur,515751,27.213589,78.514364,AnantapurAnantapur515751Andhra Pradesh
236,Andhra Pradesh,CHITTOOR,Chittoor,517501,23.798494,72.49187,"Village :- Chandragiri,ChittoorChittoor517501Andhra Pradesh"
237,Andhra Pradesh,CHITTOOR,Chittoor,517370,23.61083,72.363815,"Village - B Kothakota,ChittoorChittoor517370Andhra Pradesh"
238,Andhra Pradesh,GUNTUR,Phirangipuram,522549,27.204165,81.22389,"Phirangipuram (M),GunturPhirangipuram522549Andhra Pradesh"
239,Andhra Pradesh,YSR (KADAPA),Kadappa,516503,23.063365,69.603469,"B.Mattam Mandal,KadappaKadappa516503Andhra Pradesh"
240,Andhra Pradesh,NELLORE,SPSR Nellore,524346,27.981915,78.488857,"Mutukur - Nellore Main Road,SPSR NelloreSPSR Nellore524346Andhra Pradesh"
241,Andhra Pradesh,CHITTOOR,Chittoor,517589,28.18727,77.745759,"Pichatur Mandal,ChittoorChittoor517589Andhra Pradesh"
242,Andhra Pradesh,KURNOOL,Kurnool,518343,27.858024,76.124934,"Nandavaram mandalam,Gurujala Village,KurnoolKurnool518343Andhra Pradesh"
243,Andhra Pradesh,SRIKAKULAM,Srikakulam,532148,10.459808,79.138645,"G.Sigadam Mandal,SrikakulamSrikakulam532148Andhra Pradesh"
244,Andhra Pradesh,VISHAKAPATNAM,Visakhapatnam,531115,11.7009037,79.6845615,"Mb Patnam,VisakhapatnamVisakhapatnam531115Andhra Pradesh"
245,Andhra Pradesh,WEST GODAVARI,West Godavari,534350,23.49416,72.6935226,"Kovvur (M),West GodavariWest Godavari534350Andhra Pradesh"
246,Andhra Pradesh,WEST GODAVARI,West Godavari,534318,22.526229,72.775026,"Gopalapuram (M),West GodavariWest Godavari534318Andhra Pradesh"
247,Andhra Pradesh,VISHAKAPATNAM,Visakhapatnam,530046,29.180661,73.204756,"Kurmannapalem, Gajuwaka,VisakhapatnamVisakhapatnam530046Andhra Pradesh"
248,Andhra Pradesh,KRISHNA,Krishna,521343,26.70375,76.7439969700441,"Kalidindi (M),KrishnaKrishna521343Andhra Pradesh"
249,Andhra Pradesh,CHITTOOR,Chittoor,517624,23.16328,77.057397,"village - Poyya & thottambedu Mandel,ChittoorChittoor517624Andhra Pradesh"
250,Andhra Pradesh,EAST GODAVARI,East Godavari,533285,16.515696,82.001274,East GodavariEast Godavari533285Andhra Pradesh
251,Andhra Pradesh,NELLORE,Nellore,524152,26.00738,82.25369,"JuvvalaDinne (V), Bogole Mandal,NelloreNellore524152Andhra Pradesh"
252,Andhra Pradesh,PRAKASAM,Prakasam,523247,28.187183,75.7219358192564,"Darsi Village And Mandal,PrakasamPrakasam523247Andhra Pradesh"
253,Andhra Pradesh,CHITTOOR,Chittoor,517297,17.3027,81.8424,"Peddamandyam Mandal,ChittoorChittoor517297Andhra Pradesh"
254,Andhra Pradesh,CHITTOOR,Chittoor,517501,28.085492,74.354171,"(Tirupati Urban),ChittoorChittoor517501Andhra Pradesh"
255,Andhra Pradesh,EAST GODAVARI,East Godavari,533102,28.190001,74.765565121169,"Vilage: Kolamuru,Rajamahendravaram RuralEast GodavariEast Godavari533102Andhra Pradesh"
256,Andhra Pradesh,EAST GODAVARI,East Godavari,533262,26.205613,78.145648,"Kunduru(V), K Gangavaram(M),East GodavariEast Godavari533262Andhra Pradesh"
257,Andhra Pradesh,KURNOOL,Kurnool,518004,27.963979,77.22196,"Kurnool Mandal,KurnoolKurnool518004Andhra Pradesh"
258,Andhra Pradesh,WEST GODAVARI,West Godavari,534467,25.868117,84.2174087445,West GodavariWest Godavari534467Andhra Pradesh
259,Andhra Pradesh,CHITTOOR,Chittoor,517194,12.517533,78.025275,"Bondevaripalli Village,ChittoorChittoor517194Andhra Pradesh"
260,Andhra Pradesh,ANANTAPUR,Anantapur,516671,13.116254,79.387933,"Dharmavaram V & M,AnantapurAnantapur516671Andhra Pradesh"
261,Andhra Pradesh,YSR (KADAPA),Kadapa,516172,16.74369,78.33424,"Beside TTD Kalyana Mandapam,KadapaKadapa516172Andhra Pradesh"
262,Andhra Pradesh,NELLORE,Nellore,524314,26.038515,82.110279,NelloreNellore524314Andhra Pradesh
263,Andhra Pradesh,CHITTOOR,Chittoor,517505,28.549236,78.659472,"aimagham Village, Tavanampalli Mandal,ChittoorChittoor517505Andhra Pradesh"
264,Andhra Pradesh,WEST GODAVARI,West Godavari,534198,24.396153,80.0451812349578,"Undi (M),West GodavariWest Godavari534198Andhra Pradesh"
265,Andhra Pradesh,EAST GODAVARI,East Godavari,533101,26.72648,84.21012,"Rajamahendravaram town,East GodavariEast Godavari533101Andhra Pradesh"
266,Andhra Pradesh,EAST GODAVARI,East Godavari,533406,27.511059,75.1324712097718,"Bendapudi(V), Thondangi(M),East GodavariEast Godavari533406Andhra Pradesh"
267,Andhra Pradesh,PRAKASAM,Prakasam,523201,25.912696,85.869004,"Opp.Garataiah Colony, Renangivaram Road,PrakasamPrakasam523201Andhra Pradesh"
268,Andhra Pradesh,KURNOOL,Kurnool,518301,15.9243,78.0556,"Adoni Mandal,KurnoolKurnool518301Andhra Pradesh"
269,Andhra Pradesh,ANANTAPUR,Ananthapur,515701,29.10038,74.305186,"Bukkarayasamudram Village & Mandal,AnanthapurAnanthapur515701Andhra Pradesh"
270,Andhra Pradesh,WEST GODAVARI,West Godavari,534460,26.55778,80.906942,"Chintalapudi (M),West GodavariWest Godavari534460Andhra Pradesh"
271,Andhra Pradesh,NELLORE,Nellore,524002,26.285249,84.008939,NelloreNelloreNellore524002Andhra Pradesh
272,Andhra Pradesh,SRIKAKULAM,Srikakulam,532190,23.848247,73.899738,Srikakulam532190Andhra Pradesh
273,Andhra Pradesh,WEST GODAVARI,West Godavari,534207,27.713127,80.906936,"Bhimavaram (M),West GodavariWest Godavari534207Andhra Pradesh"
274,Andhra Pradesh,EAST GODAVARI,East Godavari,533297,24.467199,85.948338,"Murari ,East GodavariEast Godavari533297Andhra Pradesh"
275,Andhra Pradesh,KURNOOL,Kurnool,518543,23.5663889,84.7300083,"East Side, Allagadda Village & Mandal,KurnoolKurnool518543Andhra Pradesh"
276,Andhra Pradesh,CHITTOOR,Chittoor,517167,17.39087,78.51613,"Timmasamudram Village,ChittoorChittoor517167Andhra Pradesh"
277,Andhra Pradesh,ANANTAPUR,Anantapur,515531,26.785497,73.590888,"Kadiri Taluka, Obuladevaracheruvu (M),AnantapurAnantapur515531Andhra Pradesh"
278,Andhra Pradesh,NELLORE,Nellore,524004,20.837918,78.7195,"Padarupalli,NelloreNellore524004Andhra Pradesh"
279,Andhra Pradesh,VIZIANAGARAM,Vizianagaram,535145,26.027516,81.438977,"Boddam (V), Vepada (M),VizianagaramVizianagaram535145Andhra Pradesh"
280,Andhra Pradesh,NELLORE,Nellore,524004,27.000864,80.36466,"Nellore Mandal & District,NelloreNellore524004Andhra Pradesh"
281,Andhra Pradesh,GUNTUR,Guntur,522601,23.0128646,71.041579,"Petlurivaripalem Village,GunturGuntur522601Andhra Pradesh"
282,Andhra Pradesh,KURNOOL,Kurnool,518466,22.407888,69.878599,"Gudur (M), Kurnool, APKurnoolKurnool518466Andhra Pradesh"
283,Andhra Pradesh,GUNTUR,Guntur,522437,23.198976,73.219497,"Piduguralla,GunturGuntur522437Andhra Pradesh"
284,Andhra Pradesh,KRISHNA,Krishna,520012,24.503943,83.022728,"Vijayawada Rural Mandal,KrishnaKrishna520012Andhra Pradesh"
285,Andhra Pradesh,CHITTOOR,Chittoor,517113,22.203189,69.32334,"Pulicharla Mandal Kalluru,ChittoorChittoor517113Andhra Pradesh"
286,Andhra Pradesh,PRAKASAM,Prakasam,523247,23.335426,76.603531,"Addanki Road, Darsi,PrakasamPrakasam523247Andhra Pradesh"
287,Andhra Pradesh,WEST GODAVARI,West Godavari,534448,23.742247,80.330561,"Surapavarigudem, Buttayagudem (V) & (M),West GodavariWest Godavari534448Andhra Pradesh"
288,Andhra Pradesh,GUNTUR,Guntur,522005,27.969428,76.008278,"Perecherla Village, Medikonduru Mandal,GunturGuntur522005Andhra Pradesh"
289,Andhra Pradesh,CHITTOOR,Chittoor,517213,23.113318,73.209882,"Kavalipalle (Ontillu) (Village),ChittoorChittoor517213Andhra Pradesh"
290,Andhra Pradesh,GUNTUR,Guntur,522311,16.524159,74.090915,"Sangupalem Koduru, Guntur,GunturGuntur522311Andhra Pradesh"
291,Andhra Pradesh,ANANTAPUR,Anantapur,515591,23.847146,85.223918,"Kadiri Village & Mandal,AnantapurAnantapur515591Andhra Pradesh"
292,Andhra Pradesh,EAST GODAVARI,East Godavari,533446,20.959806,76.69665,"Rowthulapudi (M),East GodavariEast Godavari533446Andhra Pradesh"
293,Andhra Pradesh,KURNOOL,Kurnool,518222,21.09401,73.263931,"Dhone Village &, Mandal,KurnoolKurnool518222Andhra Pradesh"
294,Andhra Pradesh,KRISHNA,Krishna,521185,24.173116,74.8440761237332,"Nandigama Mandal,KrishnaKrishna521185Andhra Pradesh"
295,Andhra Pradesh,CHITTOOR,Chittoor,517541,27.284093,78.0844919999999,"Village. Kadur,ChittoorChittoor517541Andhra Pradesh"
296,Andhra Pradesh,PRAKASAM,Prakasam,523286,23.49453,77.754715,PrakasamPrakasam523286Andhra Pradesh
297,Andhra Pradesh,YSR (KADAPA),Kadapa,516203,29.21597,73.223764,"SY.NO.330/1, Kunavaripalli (V),KadapaKadapa516203Andhra Pradesh"
298,Andhra Pradesh,EAST GODAVARI,East Godavari,533201,18.630293,78.689508,"4-5-22/1, Bhupayya Agraharam,East GodavariEast Godavari533201Andhra Pradesh"
299,Andhra Pradesh,WEST GODAVARI,West Godavari,534269,26.454171,81.094982,West GodavariWest Godavari534269Andhra Pradesh
300,Andhra Pradesh,YSR (KADAPA),Kadapa,516101,27.185512,80.043599,"MG Road, Rly Koduru,KadapaKadapa516101Andhra Pradesh"
301,Andhra Pradesh,EAST GODAVARI,East Godavari,533342,20.811911,70.825266,East GodavariEast Godavari533342Andhra Pradesh
302,Andhra Pradesh,CHITTOOR,Chittoor,517192,23.23175,71.777251,"Palyam Street,Chittoor,Chittoor517192Andhra Pradesh"
303,Andhra Pradesh,PRAKASAM,Prakasam,523286,22.830929,71.383431,"Kothapatnam,PrakasamPrakasam523286Andhra Pradesh"
304,Andhra Pradesh,KURNOOL,Kurnool,518563,28.617055,74.3770049999999,"Sirivella Village & Mandal,KurnoolKurnool518563Andhra Pradesh"
305,Andhra Pradesh,YSR (KADAPA),Kadapa,516002,23.653934,72.488241,"Kadapa Mandal,KadapaKadapa516002Andhra Pradesh"
306,Andhra Pradesh,KRISHNA,Krishna,521136,15.3623,78.2103,"Movva (M),KrishnaKrishna521136Andhra Pradesh"
307,Andhra Pradesh,GUNTUR,Guntur,522005,23.288374,70.012344,"Guntur Mandal,GunturGuntur522005Andhra Pradesh"
308,Andhra Pradesh,GUNTUR,Guntur,522414,26.674152,79.7807742515916,"Dachepalli To Mutyalampadu R And B Road,GunturGuntur522414Andhra Pradesh"
309,Andhra Pradesh,WEST GODAVARI,West Godavari,534005,28.649405,78.868458,"Eluru Town,West GodavariWest Godavari534005Andhra Pradesh"
310,Andhra Pradesh,YSR (KADAPA),Kadapa,516270,21.715278,81.942503,"Ramapuram Mandal,KadapaKadapa516270Andhra Pradesh"
311,Andhra Pradesh,WEST GODAVARI,West Godavari,534235,22.103005,74.04161,"Akividu (M),West GodavariWest Godavari534235Andhra Pradesh"
312,Andhra Pradesh,SRIKAKULAM,Srikakulam,532401,25.632223,83.399406,"Patha Srikakulam,SrikakulamSrikakulam532401Andhra Pradesh"
313,Andhra Pradesh,WEST GODAVARI,West Godavari,534340,29.70635,75.50632,"Tallapudi (M),West GodavariWest Godavari534340Andhra Pradesh"
314,Andhra Pradesh,VISHAKAPATNAM,Visakhapatnam,531034,9.2464697,78.3116952,"K Kotapadu Mandalam,VisakhapatnamVisakhapatnam531034Andhra Pradesh"
315,Andhra Pradesh,KRISHNA,Krishna,521324,29.912836,76.8669631666067,"Bantumilli (M),KrishnaKrishna521324Andhra Pradesh"
316,Andhra Pradesh,PRAKASAM,Prakasam,523105,26.196476,82.61062452,"District Prakasam,Prakasam523105Andhra Pradesh"
317,Andhra Pradesh,VIZIANAGARAM,Vizianagaram,535215,22.9432291390788,76.0641058968895,"Karakavalasa (V),VizianagaramVizianagaram535215Andhra Pradesh"
318,Andhra Pradesh,VIZIANAGARAM,Vizianagaram,535161,22.211026,69.513183,"Malliveedu Village,VizianagaramVizianagaram535161Andhra Pradesh"
319,Andhra Pradesh,PRAKASAM,Prakasam,523101,25.848246,93.434783,"Sinagrayakonda (M),PrakasamPrakasam523101Andhra Pradesh"
320,Andhra Pradesh,WEST GODAVARI,West Godavari,534451,15.6253,78.5363,"Borrampalem (V), T.Narsapuram  (M),West GodavariWest Godavari534451Andhra Pradesh"
321,Andhra Pradesh,EAST GODAVARI,East Godavari,533101,27.491986,77.9123909999999,"Rajahmundry,East GodavariEast Godavari533101Andhra Pradesh"
322,Andhra Pradesh,WEST GODAVARI,WEST GODAVARI,534146,23.279864,75.664913813025,"ARUGOLANU (V),WEST GODAVARIWEST GODAVARI534146Andhra Pradesh"
323,Andhra Pradesh,KURNOOL,Kurnool,518124,23.095093,72.042513,"LIC Office Road,KurnoolKurnool518124Andhra Pradesh"
324,Andhra Pradesh,CHITTOOR,Chittoor,517291,23.082918,72.974432,"Gurramkonda Mandal,ChittoorChittoor517291Andhra Pradesh"
325,Andhra Pradesh,GUNTUR,Guntur,522612,23.237618,75.8081934051639,GunturGuntur522612Andhra Pradesh
326,Andhra Pradesh,VIZIANAGARAM,Vizianagaram,535145,27.2880683,94.9036843,"S. Kota,VizianagaramVizianagaram535145Andhra Pradesh"
327,Andhra Pradesh,WEST GODAVARI,WEST GODAVARI,534341,22.061828,70.302003,"GAJJARAM (V),WEST GODAVARIWEST GODAVARI534341Andhra Pradesh"
328,Andhra Pradesh,ANANTAPUR,Anantapur,515261,24.952045,73.12724,"Parigi V &Mandal,AnantapurAnantapur515261Andhra Pradesh"
329,Andhra Pradesh,WEST GODAVARI,West Godavari,534315,23.427451,82.08136,"Pattisam (V), Polavaram (M),West GodavariWest Godavari534315Andhra Pradesh"
330,Andhra Pradesh,CHITTOOR,Chittoor,517257,24.279835,71.975044,"Pedda Upparapaalli, Somala Mandal,ChittoorChittoor517257Andhra Pradesh"
331,Andhra Pradesh,EAST GODAVARI,East Godavari,533293,20.943795,78.042457,"Katavaram Village,East GodavariEast Godavari533293Andhra Pradesh"
332,Andhra Pradesh,ANANTAPUR,Anantapur,515001,26.661739,80.110162,"4th Road,New Town,AnantapurAnantapur515001Andhra Pradesh"
333,Andhra Pradesh,WEST GODAVARI,WEST GODAVARI,534001,13.283819,80.2499097,"KOTHAGUDEM CENTER,WEST GODAVARIWEST GODAVARI534001Andhra Pradesh"
334,Andhra Pradesh,KRISHNA,Krishna,521001,11.48021,78.740084,"Gudivada Town,KrishnaKrishna521001Andhra Pradesh"
335,Andhra Pradesh,EAST GODAVARI,East Godavari,533222,27.611929,79.0745065299999,"Katrenikona (M),East GodavariEast Godavari533222Andhra Pradesh"
336,Andhra Pradesh,EAST GODAVARI,East Godavari,533248,22.775856,76.120098,"Kadali(V) , Razole(M),East GodavariEast Godavari533248Andhra Pradesh"
337,Andhra Pradesh,CHITTOOR,Chittoor,517126,25.92261,81.99347,"KAMMA VEEDHI,ChittoorChittoor517126Andhra Pradesh"
338,Andhra Pradesh,KURNOOL,Kurnool,518463,22.496835,70.029224,"Sy.No.203, Yeminganoor Road,KurnoolKurnool518463Andhra Pradesh"
339,Andhra Pradesh,PRAKASAM,Prakasam,523211,31.753484,74.908197,"Maddipadu Mandal,PrakasamPrakasam523211Andhra Pradesh"
340,Andhra Pradesh,GUNTUR,GUNTUR,522213,26.349482,87.436239,"GARUVUPALEM,GUNTURGUNTUR522213Andhra Pradesh"
341,Andhra Pradesh,PRAKASAM,Prakasam,523211,12.803482,77.397757,"Gundlapalli Village,PrakasamPrakasam523211Andhra Pradesh"
342,Andhra Pradesh,KURNOOL,Kurnool,518501,28.497915,76.584573,"Revenue ward no 35,KurnoolKurnool518501Andhra Pradesh"
343,Andhra Pradesh,Sri Potti Sriramulu Nellore,Sri Potti Sriramulu Nellore,524224,22.876317,69.692673,"Vasili Village,Sri Potti Sriramulu NelloreSri Potti Sriramulu Nellore524224Andhra Pradesh"
344,Andhra Pradesh,Chittoor,Chittoor,517234,28.321255,77.739137,"MITTA PALLI VILLAGE,ChittoorChittoor517234Andhra Pradesh"
345,Andhra Pradesh,Prakasam,Prakasam,523292,26.618574,81.487837,"Chagollu Village,PrakasamPrakasam523292Andhra Pradesh"
