Site No.,State,District,Location,Pin code,Lat,Long,Address
2848,Maharashtra,PUNE,Pune,412209,21.708008,78.848341,"Ranjangaon Ganpati,PunePune412209Maharashtra"
2849,Maharashtra,NAGPUR,Nagpur,441106,24.025894,72.790144,"Survey no 190/2,Village Mahadula,NagpurNagpur441106Maharashtra"
2850,Maharashtra,BULDHANA,Buldhana,443101,8.766266,76.956643,"Village - Waghud, Taluka - Malkapur,BuldhanaBuldhana443101Maharashtra"
2851,Maharashtra,JALNA,Jalna,431206,25.118812,74.064034,"Taluka. Bhokardan,JalnaJalna431206Maharashtra"
2852,Maharashtra,GONDIA,Gondia,441911,21.029079,86.812102,"Taluka – Gondia,GondiaGondia441911Maharashtra"
2853,Maharashtra,AMRAVATI,Amravati,444701,27.571573,78.649986,"Taluka. Nandgaon Khandeshwar,AmravatiAmravati444701Maharashtra"
2854,Maharashtra,KOLHAPUR,Kolhapur,416207,26.7743,83.0629,"Taluka - Karveer,KolhapurKolhapur416207Maharashtra"
2855,Maharashtra,NAGPUR,Nagpur,441305,23.167966,72.816077,"Taluka. Narkhed,NagpurNagpur441305Maharashtra"
2856,Maharashtra,SOLAPUR,Solapur,413101,26.146745,76.245156,"Taluka. Malshiras,SolapurSolapur413101Maharashtra"
2857,Maharashtra,AURANGABAD-MH,Aurangabad,431102,24.262988,86.336702,taluka - KhulatabadAurangabadAurangabad431102Maharashtra
2858,Maharashtra,SHOLAPUR,Solapur,413110,11.0727878,77.1077049,"Taluka- Malshiras, Distt. SolapurSolapurSolapur413110Maharashtra"
2859,Maharashtra,AHMADNAGAR,Ahemednagar,413304,24.034897,71.922112,"Bhalwani, ParverAhemednagarAhemednagar413304Maharashtra"
2860,Maharashtra,THANE,Palghar,401607,15.871237,74.396084,PalgharPalghar401607Maharashtra
2861,Maharashtra,NANDED,Nanded,431803,25.552786,74.490852,"Taluka – Kinwat,NandedNanded431803Maharashtra"
2862,Maharashtra,WARDHA,Wardha,442301,22.029786,71.192619,"Taluka. Hinganghat,WardhaWardha442301Maharashtra"
2863,Maharashtra,PUNE,Pune,410504,26.406462,84.2415,"(Narayangaon), Taluka. Junnar,PunePune410504Maharashtra"
2864,Maharashtra,NANDED,Nanded,431806,25.917073,71.995761,"Taluka – Mudkhed,NandedNanded431806Maharashtra"
2865,Maharashtra,PARBHANI,Parbhani,431401,16.368657,74.963772,"Taluka. Parbhani,ParbhaniParbhani431401Maharashtra"
2866,Maharashtra,PUNE,Pune,411017,22.366927,75.977617698906,"Taluka-Khed,PunePune411017Maharashtra"
2867,Maharashtra,SATARA,Phaltan,415528,30.92302,76.590449,"Village.Kharadewadi,PhaltanPhaltan415528Maharashtra"
2868,Maharashtra,LATUR,Latur,413521,18.704489,74.080776,"Taluka - Latur,LaturLatur413521Maharashtra"
2869,Maharashtra,CHANDRAPUR,Chandrapur,441206,12.879928,78.207245,"Taluka. Bramhapuri,ChandrapurChandrapur441206Maharashtra"
2870,Maharashtra,PARBHANI,Parbhani,431503,27.321978,75.827722,"Taluka - Sailu,ParbhaniParbhani431503Maharashtra"
2871,Maharashtra,JALGAON,Jalgaon,425107,23.521046,69.018289,"Taluka : Chopda,JalgaonJalgaon425107Maharashtra"
2872,Maharashtra,JALGAON,Jalgaon,425107,27.065135,75.453882,"Taluka : Chopda,JalgaonJalgaon425107Maharashtra"
2873,Maharashtra,JALGAON,Jalgaon,425111,25.588977,81.971547,"Taluka : Parola,JalgaonJalgaon425111Maharashtra"
2874,Maharashtra,WASHIM,Washim,444503,26.341785,77.783863,"Taluka – Risod,WashimWashim444503Maharashtra"
2875,Maharashtra,AURANGABAD-MH,Aurangabad,423701,22.44294,73.34289,"taluka - Vaijapur,AurangabadAurangabad423701Maharashtra"
2876,Maharashtra,AURANGABAD-MH,Aurangabad,423702,24.700152,92.835828,"Taluka - Gangapur,AurangabadAurangabad423702Maharashtra"
2877,Maharashtra,AHMADNAGAR,Ahmednagar,413714,17.906191,75.098628,"Taluka - Sangamner,AhmednagarAhmednagar413714Maharashtra"
2878,Maharashtra,NASHIK,Nashik,423203,26.504431,73.36504,"Daregaon. Tal.Malegaon,NashikNashik423203Maharashtra"
2879,Maharashtra,JALGAON,Jalgaon,424101,24.259934,77.840982,"Taluka. Chalisgaon,JalgaonJalgaon424101Maharashtra"
2880,Maharashtra,NASHIK,Nashik,423204,11.86428,79.320812,"Taluka - Malegaon,NashikNashik423204Maharashtra"
2881,Maharashtra,JALGAON,Jalgaon,424101,11.932936,79.015984,Taluka : ChalisgaonJalgaonJalgaon424101Maharashtra
2882,Maharashtra,PARBHANI,Parbhani,431514,18.081777,75.951305,"Taluka. Gangakhed,ParbhaniParbhani431514Maharashtra"
2883,Maharashtra,SOLAPUR,Solapur,413401,25.885985,86.641703,"Taluka. Barshi,SolapurSolapur413401Maharashtra"
2884,Maharashtra,CHANDRAPUR,Chandrapur,442902,23.788515,86.01229,"Village. Hardara(rith),ChandrapurChandrapur442902Maharashtra"
2885,Maharashtra,KOLHAPUR,Kolhapur,416004,28.603947,79.469415,"Village. Karveer,Taluka. Karveer,KolhapurKolhapur416004Maharashtra"
2886,Maharashtra,SOLAPUR,Solapur,413210,17.796582,75.639816,"Taluka. Madha,SolapurSolapur413210Maharashtra"
2887,Maharashtra,KOLHAPUR,Kolhapur,416219,22.616729,70.939206,"Tal. Kagal,KolhapurKolhapur416219Maharashtra"
2888,Maharashtra,YAWATMAL,Yavatmal,445402,21.82595,69.392899,"Village: Wadona Bazar,Taluka: Ralegaon,YavatmalYavatmal445402Maharashtra"
2889,Maharashtra,NASHIK,Nashik,422013,31.201191,75.316383,"Taluka. Malegaon,NashikNashik422013Maharashtra"
2890,Maharashtra,NAGPUR,Nagpur,441103,29.377062,76.338313,"Survey no 150,Village Panjra Kate,NagpurNagpur441103Maharashtra"
2891,Maharashtra,NAGPUR,Nagpur,441204,,,Umrer RoadNagpurNagpur441204Maharashtra
2892,Maharashtra,JALGAON,Jalgaon,424106,21.434269,69.807029,"Taluka. Chalisgaon,JalgaonJalgaon424106Maharashtra"
2893,Maharashtra,NASHIK,Nashik,423102,25.904531,72.249991,"Taluka. Satana,NashikNashik423102Maharashtra"
2894,Maharashtra,PUNE,Pune,412203,17.089914,74.467333,"Taluka. Daund,PunePune412203Maharashtra"
2895,Maharashtra,PUNE,Pune,412106,20.618605,86.0733583,"Taluka – Maval,PunePune412106Maharashtra"
2896,Maharashtra,DHULE,Dhule,425408,28.891257,77.740841,"Taluka. Sindkheda,DhuleDhule425408Maharashtra"
2897,Maharashtra,AMRAVATI,Amravati,444601,22.187627,87.972551,"Village:Navsari, Taluka :- Amravati,AmravatiAmravati444601Maharashtra"
2898,Maharashtra,PUNE,Pune,412105,11.560103,76.259269,"Tal. Khed,PunePune412105Maharashtra"
2899,Maharashtra,CHANDRAPUR,Chandrapur,442406,10.625089,76.104351,"Village. Sonurli, Taluka. Chandrapur,ChandrapurChandrapur442406Maharashtra"
2900,Maharashtra,SANGLI,Sangli,416420,29.546545,77.691906,"Taluka.Miraj,SangliSangli416420Maharashtra"
2901,Maharashtra,JALGAON,Jalgaon,425401,28.388077,80.214598,"Taluka. Amalner,JalgaonJalgaon425401Maharashtra"
2902,Maharashtra,SOLAPUR,Solapur,413401,23.423637,75.472231,SolapurSolapur413401Maharashtra
2903,Maharashtra,AHMADNAGAR,Osmanabad,413505,23.3131075612504,76.0454437941977,"Tal. Paranda,OsmanabadOsmanabad413505Maharashtra"
2904,Maharashtra,NANDED,Nanded,431601,11.767718,79.560462,"Village. Raheempur, Rahamat Chauk,NandedNanded431601Maharashtra"
2905,Maharashtra,CHANDRAPUR,Chandrapur,442401,26.871812,80.274065,"Survey no. 30/1/2,Village - Nagala(Si),ChandrapurChandrapur442401Maharashtra"
2906,Maharashtra,WARDHA,Wardha,442104,21.715359,71.885263,"Taluka. Seloo,WardhaWardha442104Maharashtra"
2907,Maharashtra,AMRAVATI,Amravati,444905,25.85026,73.75002,"Survey No. 30/1, Village. Astagaon,AmravatiAmravati444905Maharashtra"
2908,Maharashtra,NASHIK,Nashik,423213,17.503762,78.539973,"Taluka. Deola,NashikNashik423213Maharashtra"
2909,Maharashtra,SANGLI,Sangli,416403,25.909975,93.711001,"Tal. Jath,SangliSangli416403Maharashtra"
2910,Maharashtra,AURANGABAD-MH,Aurangabad,431001,20.335235,82.886429,"Taluka. Aurangabad city,AurangabadAurangabad431001Maharashtra"
2911,Maharashtra,PUNE,Pune,411026,27.022007,77.158004,"Taluka. Haveli,PunePune411026Maharashtra"
2912,Maharashtra,PARBHANI,Parbhani,431503,16.512734,75.271955,"Taluka. Selu,ParbhaniParbhani431503Maharashtra"
2913,Maharashtra,NASHIK,Nashik,423106,22.495952,72.442875,"Taluka. Nandgaon,NashikNashik423106Maharashtra"
2914,Maharashtra,NASHIK,Nashik,423106,25.936836,93.73095,"Taluka. Nandgaon,NashikNashik423106Maharashtra"
2915,Maharashtra,JALNA,Jalna,431503,23.461775,93.335825,"Village. Dhoksal, Taluka. Mantha,JalnaJalna431503Maharashtra"
2916,Maharashtra,NAGPUR,Nagpur,441203,24.179084,73.819872,"Taluka. Umred,NagpurNagpur441203Maharashtra"
2917,Maharashtra,JALGAON,Jalgaon,425002,16.681641,74.465838,JalgaonJalgaon425002Maharashtra
2918,Maharashtra,CHANDRAPUR,Chandrapur,442401,30.059562,76.400188,"Mouza Devai Govindpur, Rayyatwari,ChandrapurChandrapur442401Maharashtra"
2919,Maharashtra,YAWATMAL,Yavatmal,445305,22.857847,69.383638,"Village: Khadki (Ganeshpur),YavatmalYavatmal445305Maharashtra"
2920,Maharashtra,OSMANABAD,Osmanabad,413504,25.723713,85.236566,"Taluka. Bhoom,OsmanabadOsmanabad413504Maharashtra"
2921,Maharashtra,AURANGABAD-MH,Aurangabad,431103,26.956391,77.43758,"Taluka. Kannad,AurangabadAurangabad431103Maharashtra"
2922,Maharashtra,YAWATMAL,Yavatmal,445001,21.864112,73.060684,"Taluka. Yavatmal,YavatmalYavatmal445001Maharashtra"
2923,Maharashtra,NANDED,Nanded,431809,27.460408,79.792145,"Taluka. Dharmabad,NandedNanded431809Maharashtra"
2924,Maharashtra,SATARA,Satara,415538,21.454659,86.801157,"Village - Chorade,SataraSatara415538Maharashtra"
2925,Maharashtra,OSMANABAD,Osmanabad,413509,25.918028,76.016594,"Taluka. Osmanabad,OsmanabadOsmanabad413509Maharashtra"
2926,Maharashtra,SANGLI,Sangli,416405,21.368554,79.922365,"Taluka. Kawathemahankal,SangliSangli416405Maharashtra"
2927,Maharashtra,BULDHANA,Buldana,443002,25.585901,82.129483,"Taluka. Chikali,BuldanaBuldana443002Maharashtra"
2928,Maharashtra,SINDHUDURG,Sindhudurg,416510,19.868351,73.957001,"Taluka. Sawantwadi,SindhudurgSindhudurg416510Maharashtra"
2929,Maharashtra,JALGAON,Jalgaon,425111,30.114153,75.441598,"Taluka.Parola,JalgaonJalgaon425111Maharashtra"
2930,Maharashtra,PUNE,Pune,412207,25.52896,82.053805,"Village Pilanwadi,PunePune412207Maharashtra"
2931,Maharashtra,NANDED,Nanded,431512,25.45783,72.573584,"Village Khandegaon,NH61,NandedNanded431512Maharashtra"
2932,Maharashtra,PUNE,Pune,412409,23.495882,78.553237,"Taluka. Junnar,PunePune412409Maharashtra"
2933,Maharashtra,SATARA,Satara,415509,24.86983,93.925543,"Tehsil Man,Village  Mardi,SataraSatara415509Maharashtra"
2934,Maharashtra,AMRAVATI,Amravati,444903,22.670019,76.730795,"Taluka. Tiwsa,AmravatiAmravati444903Maharashtra"
2935,Maharashtra,RAIGAD,Raigad,402111,23.561921,72.764437,"At Post. Bhorghar Haveli,RaigadRaigad402111Maharashtra"
2936,Maharashtra,AHMEDNAGAR,Ahmednagar,413201,21.6188,82.958113,"Village Jamkhed,AhmednagarAhmednagar413201Maharashtra"
2937,Maharashtra,YAWATMAL,Yavatmal,445103,25.363537,74.383322,"Taluka  Arni,YavatmalYavatmal445103Maharashtra"
2938,Maharashtra,PARBHANI,Parbhani,431505,23.178812,73.894758,"Survey no 338/1&377/3,ParbhaniParbhani431505Maharashtra"
2939,Maharashtra,NASHIK,Nashik,423110,24.569194,77.737736,"Village. Mahatma Phule Nagar,NashikNashik423110Maharashtra"
2940,Maharashtra,BULDHANA,Buldana,443301,27.415021,78.037727,"Taluka. Mehkar,BuldanaBuldana443301Maharashtra"
2941,Maharashtra,RATNAGIRI,Ratnagiri,415616,16.341415,75.645696,"Tal. Ratnagiri,RatnagiriRatnagiri415616Maharashtra"
2942,Maharashtra,AURANGABAD-MH,Aurangabad,423701,23.693966,71.915624,"Taluka. Vaijapur,AurangabadAurangabad423701Maharashtra"
2943,Maharashtra,AHMADNAGAR,Ahmednagar,413201,19.867848,75.352599,"Taluka. Jamkhed,AhmednagarAhmednagar413201Maharashtra"
2944,Maharashtra,SANGLI,Sangli,416410,16.697722,74.1335,Miraj City Taluka MirajSangliSangli416410Maharashtra
2945,Maharashtra,YAWATMAL,Yavatmal,445401,25.513622,84.526727,"Nagar Panchyat, Kalamb,YavatmalYavatmal445401Maharashtra"
2946,Maharashtra,NASHIK,Nashik,422003,28.184382,77.541596,"Survey no 250/5/2/16 Plot no 15,NashikNashik422003Maharashtra"
2947,Maharashtra,SANGLI,Sangli,415409,27.460398,77.999869,"Taluka. Walwa,SangliSangli415409Maharashtra"
2948,Maharashtra,CHANDRAPUR,Chandrapur,442907,23.917325,77.894019,"Village Warora,ChandrapurChandrapur442907Maharashtra"
2949,Maharashtra,NAGPUR,Nagpur,441102,20.766114,72.984793,"Village  Khat,NagpurNagpur441102Maharashtra"
2950,Maharashtra,KOLHAPUR,Kolhapur,416008,11.388532,79.191794,"Taluka. Hatkanangale,KolhapurKolhapur416008Maharashtra"
2951,Maharashtra,BHANDARA,Bhandara,441912,18.843824,75.730058,"Village  Machhera,BhandaraBhandara441912Maharashtra"
2952,Maharashtra,DHULE,Dhule,425408,22.605995,75.68674,"Village Rami,DhuleDhule425408Maharashtra"
2953,Maharashtra,PARBHANI,Parbhani,431509,22.384222,72.996045,"Taluka – Jintur,ParbhaniParbhani431509Maharashtra"
2954,Maharashtra,YAWATMAL,Yavatmal,445001,22.759801,85.965173,"Village Yavatmal,YavatmalYavatmal445001Maharashtra"
2955,Maharashtra,JALGAON,Jalgaon,424101,25.908702,93.702648,"Bhoras Dhule Road,JalgaonJalgaon424101Maharashtra"
2956,Maharashtra,THANE,Thane,421301,24.287514,76.1521668915158,"Village Borepada,ThaneThane421301Maharashtra"
2957,Maharashtra,CHANDRAPUR,Chandrapur,442406,26.76123,79.718939,"Village Morwa,ChandrapurChandrapur442406Maharashtra"
2958,Maharashtra,LATUR,Latur,413513,9.361378,76.469714,"GHARANI,LaturLatur413513Maharashtra"
2959,Maharashtra,RAIGAD,Raigad,410205,25.508538,74.22381,"Taluka. Sudhagad,RaigadRaigad410205Maharashtra"
2960,Maharashtra,BULDHANA,Buldana,443301,29.926546,74.671455,"Taluka.  Mehkar,BuldanaBuldana443301Maharashtra"
2961,Maharashtra,AURANGABAD-MH,Aurangabad,431150,16.7299485,82.2154884,"Taluka. Soygaon,AurangabadAurangabad431150Maharashtra"
2962,Maharashtra,WASHIM,Washim,444105,26.201687,85.302109,"Village.Kali, Taluka.Karanja Lad,WashimWashim444105Maharashtra"
2963,Maharashtra,AMRAVATI,Amravati,444901,23.104862,72.721543,"Village Nandgaonpeth,AmravatiAmravati444901Maharashtra"
2964,Maharashtra,BEED,Beed,414204,20.337505,84.836886,"Village Sautada,BeedBeed414204Maharashtra"
2965,Maharashtra,RAIGAD,Raigad,410205,21.666374,85.586248,"Village Nanose,RaigadRaigad410205Maharashtra"
2966,Maharashtra,SANGLI,Sangli,415308,28.199084,78.284184,"Taluka. Atpadi,SangliSangli415308Maharashtra"
2967,Maharashtra,PUNE,Pune,412210,23.851318,72.138807,"Village Nimonde,PunePune412210Maharashtra"
2968,Maharashtra,JALNA,Jalna,431203,20.659649,75.35259,"Taluka. Badnapur,JalnaJalna431203Maharashtra"
2969,Maharashtra,NANDED,Nanded,431809,28.860596,75.9334539999999,"Taluka. Dharmabad,NandedNanded431809Maharashtra"
2970,Maharashtra,LATUR,Latur,413510,29.877757,77.876991,"Murud,Taluka Latur,LaturLatur413510Maharashtra"
2971,Maharashtra,WARDHA,WARDHA,442304,9.077447,76.752712,"VILLAGE DARODA,WARDHAWARDHA442304Maharashtra"
2972,Maharashtra,AKOLA,Akola,444107,,,"237/21,237/22AkolaAkola444107Maharashtra"
2973,Maharashtra,PUNE,Pune,412301,26.763347,82.186109,"Village Bhivri,PunePune412301Maharashtra"
2974,Maharashtra,KOLHAPUR,Kolhapur,416214,27.461595,94.91505,"Shivare,KolhapurKolhapur416214Maharashtra"
2975,Maharashtra,NASHIK,Nashik,422003,23.181289,71.731664,"Village Makhmalabad,NashikNashik422003Maharashtra"
2976,Maharashtra,JALNA,Jalna,431203,22.479147,70.114416,"Village Devmurti,Taluka Jalna,JalnaJalna431203Maharashtra"
2977,Maharashtra,THANE,Thane,421306,27.21955,78.963643,"Village Vasar,ThaneThane421306Maharashtra"
2978,Maharashtra,SANGLI,Sangli,415411,25.245475,73.968705,"Village Tandulwadi,SangliSangli415411Maharashtra"
2979,Maharashtra,AHMADNAGAR,Ahmednagar,413728,27.689928,77.95454,"Taluka. Shrigonda,AhmednagarAhmednagar413728Maharashtra"
2980,Maharashtra,WARDHA,Wardha,442101,26.360584,80.112206,"Village Deoli,WardhaWardha442101Maharashtra"
2981,Maharashtra,BULDHANA,Buldana,443203,15.860784,75.108337,"Village Kingaon Raja,BuldanaBuldana443203Maharashtra"
2982,Maharashtra,NASHIK,Nashik,423104,11.965727,78.890034,"Taluka. Malegaon,NashikNashik423104Maharashtra"
2983,Maharashtra,Pune,Pune,410501,22.795456,71.495687,"Taluka. Khed,PunePune410501Maharashtra"
2984,Maharashtra,Aurangabad,Aurangabad,431002,21.905249,70.017823,"Village Jambhala,AurangabadAurangabad431002Maharashtra"
2985,Maharashtra,Ahmednagar,Ahmednagar,414403,23.583076,72.371257,"Taluka: Karjat,AhmednagarAhmednagar414403Maharashtra"
2986,Maharashtra,Ahmednagar,Ahmednagar,414403,20.946536,71.069647,"Taluka. Karjat,AhmednagarAhmednagar414403Maharashtra"
2987,Maharashtra,Wardha,Wardha,442001,19.0317384438357,73.8574539855135,"Mauza Nimgaon,WardhaWardha442001Maharashtra"
2988,Manipur,SENAPATI,Senapati,795406,31.7937,74.865594,"Village : Tungam,SenapatiSenapati795406Manipur"
2989,Manipur,WEST IMPHAL,Imphal,795002,25.969573,81.942716,"CS DAG NO.1151, PATTA NO.27LuwangsanbamImphalImphal795002Manipur"
2990,Manipur,WEST IMPHAL,Imphal,795008,16.49915,74.3338,"Dag No.260/353, Patta No.89/14(Old)Taluka : Imphal (West)ImphalImphal795008Manipur"
2991,Manipur,EAST IMPHAL,IMPHAL,795001,28.384158,78.635317,"Patta No: 301/407(new),12245 (old)IMPHAL EASTIMPHAL795001Manipur"
2992,Megalaya,EAST GARO HILLS,Dainadubi,794001,17.034046,74.591897,Depa SarangmaEast Garo HillsDainadubi794001Megalaya
2993,Megalaya,JAINTIA HILLS,Jaintia Hills,793001,23.892083,73.08618,Survey No 1-5 dt 24-5-04Jaintia HillsJaintia Hills793001Megalaya
2994,Megalaya,EAST GARO HILLS,Mendipatar,794112,18.932602,77.099452,Garo HillsMendipatar794112Megalaya
2995,Megalaya,EAST GARO HILLS,RI_Bhoi,794110,30.407986,77.792798,LHC:62 of 2004RI_BhoiRI Bhoi794110Megalaya
2996,Mizoram,CHAMPAI,Champai,796321,22.7017,76.576116,"LSC No - 50,52 & 53 of 2000ChampaiChampai796321Mizoram"
2997,Nagaland,DIMAPUR,Nagaland,797112,24.071389,85.8525,NagarjanDimapurNagaland797112Nagaland
2998,Nagaland,KOHIMA,Zubza Circle,797001,27.542573,81.210982,Zubza CircleKohimaZubza Circle797001Nagaland
2999,Nagaland,WOKHA,Wokha,797111,21.584322,72.820314,"NH-16,Wokha797111Nagaland"
3000,Nagaland,DIMAPUR,Dimapur,797112,19.379262,84.565737,DUNCANBASTIDimapur797112Nagaland
3001,Nagaland,DIMAPUR,Duncanbasti,797112,29.809157,77.772931,House No. 78DimapurDuncanbasti797112Nagaland
3002,Nagaland,PEREN,Jalukie,790114,21.281085,75.04617,PerenJalukie790114Nagaland
3003,Nagaland,DIMAPUR,Dimapur,797112,22.883245,71.306116,Walford StreetDimapurDimapur797112Nagaland
3004,Nagaland,DIMAPUR,Dimapur,797112,22.181868,69.634642,"Rokoihou, Angami,DimapurDimapur797112Nagaland"
3005,Nagaland,KIPHIRE,Kiphire,797005,30.737604,75.269691,KiphireKiphire797005Nagaland
3006,Nagaland,MOKOKCHUNG,Mokokchung,798601,29.386475,77.1213796341366,MokokchungMokokchungMokokchung798601Nagaland
3007,Nagaland,DIMAPUR,Chumukdema,797001,27.386889,74.6234379099962,DimapurChumukdema797001Nagaland
3008,Orissa,CUTTACK,Cuttack,753003,18.820548,79.526928,Plot no 702CuttackCuttack753003Orissa
3009,Orissa,KENDRAPADA,Kendrapara,754219,23.537396,72.639535,Khatian No- 232/214KendraparaKendrapara754219Orissa
3010,Orissa,BALANGIR,Bolangir,767026,23.116395,75.852252,BolangirBolangir767026Orissa
3011,Orissa,KENDRAPADA,Kendrapara,754211,18.21712,75.756704,Khata No.- 241KendraparaKendrapara754211Orissa
3012,Orissa,BARGARH,Bargarh,768029,27.542507,93.81195,"Khata No.-1416/100,BargarhBargarh768029Orissa"
3013,Orissa,KENDRAPADA,Kendrapara,754210,16.806536,81.038637,"Village- Mahalo, Taluka-GaradapurKendraparaKendrapara754210Orissa"
3014,Orissa,GANJAM,"Ganjam,",761054,17.0142067,81.2090917,"Mouza- Balipada,Taluka-Kukudakhandi,Ganjam,Ganjam,761054Orissa"
3015,Orissa,GAJAPATI,Gajapati,761017,23.874647,80.382946,"Main District Road,(PWD),Taluka-R UdayagGajapatiGajapati761017Orissa"
3016,Orissa,KENDUJHARGARH,"Keonjhar,",758034,23.827471,73.001291,"Taluka- Barbil, District- KeonjharKeonjharKeonjhar758034Orissa"
3017,Orissa,SAMBALPUR,Subarnapur,767019,27.533227,94.715253,"Mouza- Phulmuthi, Taluka- Binka,SubarnapurSubarnapur767019Orissa"
3018,Orissa,JAGATSINGHPUR,Jagatsinghpur,754141,16.858943,81.983051,"Mouza- Paradeepgarh, Taluka- Kujanga,JagatsinghpurJagatsinghpur754141Orissa"
3019,Orissa,KENDUJHARGARH,Keonjhar,758002,29.912937,76.356187,"435/262, Mouza- Keonjhar Nizgarh,KeonjharKeonjhar758002Orissa"
3020,Orissa,MAYURBHANJ,"Mayurbhanj,",757003,14.7166,79.121,"Mouza- Goudadiha, Taluka- BaripadaMayurbhanj,Mayurbhanj,757003Orissa"
3021,Orissa,NABARANGAPUR,"Nabarangpur,",764073,27.375757,95.892182,"Mouza- Bidiriguda, Taluka-JharigamNabarangpur,Nabarangpur,764073Orissa"
3022,Orissa,JAJPUR,Jajpur,755017,22.17782,75.6050323607039,"Khata no. 776,774, Mouza-Erbank,JajpurJajpur755017Orissa"
3023,Orissa,KENDRAPADA,Kendrapara,754134,25.767719,93.171232,"PS- Patkura, Tehsil- GaradpurKendraparaKendrapara754134Orissa"
3024,Orissa,GANJAM,Ganjam,761010,19.871246,82.96548,"Mouza- Loknathpur Sasan, Taluka- ChikitiGanjamGanjam761010Orissa"
3025,Orissa,GANJAM,"Ganjam,",761131,23.822687,91.386667,"Taluka- Ghumusar,BhanjanagarGanjam,Ganjam,761131Orissa"
3026,Orissa,NABARANGAPUR,"Nabrangpur,",764071,28.146407,94.80248,"192/199&Plot No.- 89, Khata No.-192/195Nabrangpur,764071Orissa"
3027,Orissa,DHENKANAL,Denkanal,759018,22.218113,88.184063,"Mouza - Kamakhya Nagar,DenkanalDenkanal759018Orissa"
3028,Orissa,BALANGIR,Balangir,767037,26.28,84.48,"Village - Antarla, Taluka- Muribahal,BalangirBalangir767037Orissa"
3029,Orissa,DHENKANAL,Dhenkanal,759017,25.33229,79.48219,"Mouza-Bhuban Natakata,Taluka-NAC-BhubanDhenkanalDhenkanal759017Orissa"
3030,Orissa,JAGATSINGHPUR,Jagatsinghpur,754103,25.86059,81.43444,"Village- Jasobantapur,JagatsinghpurJagatsinghpur754103Orissa"
3031,Orissa,NAYAGARH,Nayagarh,752079,17.084742,81.908408,"Village - Gopinathpur, Taluka - Ranpur,NayagarhNayagarh752079Orissa"
3032,Orissa,BARGARH,Bargarh,768038,26.2479,74.483537,"Village-Jamurda, Taluka/Tehsil-BargarhBargarhBargarh768038Orissa"
3033,Orissa,GANJAM,Ganjam,761126,23.766043,72.211467,"Village- Bhanjanagar, Taluka-Ghumusar,GanjamGanjam761126Orissa"
3034,Orissa,BARGARH,Bargarh,768103,22.146352,73.386281,"Kadalipali, Taluka-Kendrapara,PO-PapangaBargarhBargarh768103Orissa"
3035,Orissa,JAJPUR,Jajpur,755016,24.090731,72.102357,"Olei Chandanpur, Taluka - BinjharpurJajpurJajpur755016Orissa"
3036,Orissa,KENDRAPADA,Kendrapada,754212,26.92053,83.95328,"Village- Samgudia, Taluka KendrapadaKendrapadaKendrapada754212Orissa"
3037,Orissa,GANJAM,Ganjam,761114,16.233865,75.17785,"Village – Pankalbadi, Taluka - DharakoteGanjamGanjam761114Orissa"
3038,Orissa,KENDUJHARGARH,Keonjhar,758079,21.873182,72.688463,"Vill-Buxibarigao,Tal/Teh-HarichandanpurKeonjharKeonjhar758079Orissa"
3039,Orissa,KENDUJHARGARH,Keonjhar,758025,22.213482,70.41257,"6508,6509/6862,6512,6507/6861KeonjharKeonjhar758025Orissa"
3040,Orissa,NAYAGARH,Nayagarh,752092,16.73307,77.99503,"Village - Damasahi, Taluka - RanpurNayagarhNayagarh752092Orissa"
3041,Orissa,NAYAGARH,Nayagarh,752081,26.033009,71.786293,"Village : Ranganipatna, Taluka – OdagaonNayagarhNayagarh752081Orissa"
3042,Orissa,SONAPUR,Sonepur,767017,18.9676219966826,75.7646429656983,"Mouza-Khambeswaripali,P.S.-Sonepur,SonepurSonepur767017Orissa"
3043,Orissa,GAJAPATI,Gajapati,761215,23.17022,73.21731,"Village Garabandhametu,GajapatiGajapati761215Orissa"
3044,Orissa,NAWARANGPUR,Nabarangpur,764073,23.28353,72.529907,"Village-Chanchanbeda,Taluka- Umerkote,NabarangpurNabarangpur764073Orissa"
3045,Orissa,KENDRAPADA,Kendrapada,754212,18.988778,76.185913,"Village- Samgudia,Taluka-KendrapadaKendrapadaKendrapada754212Orissa"
3046,Orissa,BHADRAK,Bhadrak,756117,21.537,73.810205,"Khata No-180/167,BhadrakBhadrak756117Orissa"
3047,Orissa,BALESWAR,Balasore,756036,24.845143,74.200342,"Mouza - Kachuadi, Taluka - Bhogarai,BalasoreBalasore756036Orissa"
3048,Orissa,GANJAM,Ganjam,761001,26.99311,94.626603,"Plot No.2231, Chikiti GadaGanjamGanjam761001Orissa"
3049,Orissa,NAWARANGPUR,"MainRoad, Nawarangpur",764059,23.772968,72.37071,Plot No.-1248NawarangpurMainRoad Nawarangpur764059Orissa
3050,Orissa,RAYAGADA, Gunupur,765022,21.638431,73.361689,Plot No.1359/1730 & 1359Raygada Gunupur765022Orissa
3051,Orissa,BALANGIR,Kantabanjhi,767039,22.211555,76.944168,"Plot No.54/1173 (Part), 54(part)BolangirKantabanjhi767039Orissa"
3052,Orissa,NAYAGARH,Rajsunakhala,752065,24.515501,72.792861,RajsunakhalaNAYAGARHRajsunakhala752065Orissa
3053,Orissa,BHADRAK,Bhadrak,756125,23.7296,78.173584,Khata No.307/108BhadrakBhadrak756125Orissa
